profile|content_id|top_parent_id|seconds|viewed_at|duration|video_id|episode_id|program_id|object_id|content_type_id|percent_view|expired_at|user
139016b7-3772-4ee3-9f19-e03211818942|547476096182911835|546317001631465919|1484|2024-07-06 10:34:45||0|0|0|0002101720249800|20|0||
616663cb-4299-496c-99b3-cc80e4d36185|546327070486037003|0|3487|2024-10-05 10:59:38||0|0|0|0000071720249200|20|0|2024-10-08 10:00:00|
1e845639-7a2a-4138-8347-aef9f433fa2b|546333626497762280|0|2391|2024-07-06 10:36:55||0|0|0|0000041720246800|20|0||
11513e83-d2a6-4820-8eaa-60cd05a81789|907831538158880233|0|1407|2024-07-06 10:38:31||0|0|0|0000011720250100|20|0||
20b27c06-36ae-4867-871d-24cf767e7cbb|546313932537594147|0|3554|2024-07-06 10:59:42||0|0|0|0100491720249200|20|0||
6e614569-6f85-4d70-ac5c-6ce52ac70906|603429151226987112|773862242255864969|10076|2024-07-08 07:41:10||0|0|0|0007381720625700|20|0||
eb4e5735-b9f8-4681-9830-b3db8b25a1f9|1009112605160361546|546311768650023672|7708|2024-07-06 11:19:34||0|0|0|0000401720246200|20|0||
12a03440-7a56-45a4-b8f8-7e1fdeb16e5f|546396212882834119|0|5221|2024-07-06 10:42:12||0|0|0|0005281720246500|20|0||
9a318641-6e1b-4ee3-9395-32e313e2bcfe|572837852304375945|572837851943665783|598|2024-07-06 10:34:58||0|0|0|0001721720250700|20|0||
16e2bddc-caab-4020-8597-98a92118164e|858281629160993741|0|8655|2024-07-06 10:49:32||0|0|0|0009321720243500|20|0||
13cd72c7-9bd8-4b78-82fd-f84c04a4ad8e|595755371700683727|546309733468865436|1763|2024-07-06 11:04:05||0|0|0|0000411719993600|20|0||
6d507195-a0a8-497e-8ee6-22ac9a3b15f2|546311157938389445|0|4616|2024-07-06 10:37:02||0|0|0|0001701720246800|20|0||
5be1807c-6c55-4acc-85b7-891c11d99bd0|546311781983715393|0|1303|2024-07-06 10:41:52||0|0|0|0100041720250400|20|0||
3abae376-e626-48e9-b133-43c8b2454d9d|546659279759737322|0|4934|2024-07-06 11:53:06||0|0|0|0049851720148400|20|0||
b5fce1f1-43eb-4f29-a3f5-c8b54e6aafd9|689633925618331730|546311027520701035|5868|2024-07-06 11:49:34||0|0|0|0007491720249800|20|0||
15c401db-d69b-4d16-8e6a-1d675e8a3a22|896502518465008835|676305162579395432|484|2024-07-06 10:42:23||0|0|0|0007581720251257|20|0||
68ce4561-42ee-4d94-8b2b-79aa09efc4d5|953773176033066832|0|2934|2024-07-06 10:59:31||0|0|0|0055151720249800|20|0||
25896406-c8dc-488c-8af5-3ee3a7f669d7|588153201555931728|562701810570101532|1902|2024-07-06 10:36:44||0|0|0|0000121720249500|20|0||
91e9af3c-6486-4321-9b9b-52c6422f8e7a|546327070486037003|0|3554|2024-07-06 10:59:35||0|0|0|0100071720249200|20|0||
f31da1b0-66f5-4f23-9ccd-c90431f129a7|562690202083001302|562690200531108268|3562|2024-07-06 10:44:41||0|0|0|0101151720248300|20|0||
bc398844-20e6-4e29-9b61-4301777bd621|572837852304375945|572837851943665783|3005|2024-07-06 11:16:05||0|0|0|0001721720250700|20|0||
727e9706-2bc0-4ce1-8bfc-650dcf5c14af|546674747258176421|547468988334998309|3905|2024-07-06 10:39:27||0|0|0|0003661720268700|20|0||
b2d663c1-70ed-44bb-b506-907a3a9296f0|840939050138774608|546405715074351492|1911|2024-07-06 11:06:03||0|0|0|0004941720251220|20|0||
42cd8ad0-459a-42e8-b9ce-ee18473ee10c|927645415222813751|0|2025|2024-08-15 02:44:37||0|0|0|0048331723137900|20|0||
c9d78aae-a6fd-407d-baeb-c605e6215837|837092928201055510|546311837931536584|513|2024-07-30 11:44:21||0|0|0|0016721720221360|20|0||
56fc72c6-a8ad-45f2-9b22-64bc73b7a068|555076955632828489|546321155548512901|3481|2024-07-06 10:58:43||0|0|0|0035721720249200|20|0||
0a86335b-0d84-4e88-a1ae-05e29069e557|546311781983715393|0|2360|2024-07-06 10:59:50||0|0|0|0100041720250400|20|0||
bd19cc10-4dfe-4018-b625-7b41842e4d95|546327070486037003|0|3550|2024-07-06 10:59:48||0|0|0|0000071720249200|20|0||
082989c1-442a-4750-bfe7-0a335464776a|896502518465008835|676305162579395432|483|2024-07-06 10:42:30||0|0|0|0035231720251257|20|0||
051e6a27-55cd-4c2e-89a9-91a94a827581|744136082367827086|546326489906282627|1823|2024-07-06 15:22:49||0|0|0|0001091720244100|20|0||
34772914-602e-499e-854f-242280530ce1|643981395515862221|0|3440|2024-07-14 11:59:51||0|0|0|0001151720913175|20|0||
02eb65df-92b9-45ac-bb4c-560f7a3a6527|546330729785590263|546314869813543472|6473|2024-07-26 19:00:08||0|0|0|0002181720251240|20|0||
287f1f6d-0202-488c-9311-bfc7c9e95a7c|546310393270633467|546310935006937179|9475|2024-07-07 10:42:51||0|0|0|0000061720467000|20|0||
c58face1-5271-48b9-b1fa-5a5d8f334c6e|560155562113761284|558373015042130588|2206|2024-07-07 18:37:48||0|0|0|0037811720364400|20|0||
e4dcca4e-a4bc-4ce3-99b8-0d205e967031|1006637933133379135|588147948869648989|4433|2024-07-08 01:44:46||0|0|0|0001691720512900|20|0||
d1f8b634-2ab6-44a5-a7b6-886bdb43ed40|640089661140772460|706974923869564759|3383|2024-07-26 01:37:23||0|0|0|0001691720725300|20|0||
cdf69ce4-de56-4ead-8aec-f1218e6c69c5|1009126980733378441|0|8402|2024-07-06 10:34:08||0|0|0|0000591720272900|20|0||
5d9d1bb6-2e77-4d07-aa9e-b2de7f3c2bf6|992499503037416325|546321152977404315|814|2024-07-07 18:10:25||0|0|0|0000401720364200|20|0||
186df676-dd97-44de-8482-a5c18857071b|546597883231601125|0|1456|2024-07-06 10:34:17||0|0|0|0036821720249800|20|0||
44e6680a-a120-4f41-b2b2-424bbdc2dc1e|651071434608281886|0|8439|2024-07-06 10:34:24||0|0|0|0036701720454100|20|0||
ff1c4eec-4bd7-4542-92c2-e9ae8a09d6a1|1009126917993096398|0|6607|2024-07-06 10:34:27||0|0|0|0000031720328400|20|0||
b4b8af49-f8c3-4be4-a459-d4504350baac|834450325466815548|546311746982249018|1150|2024-07-06 10:34:28||0|0|0|0001161720228800|20|0||
531737ca-f0a6-4d71-b306-291783659a72|555073017617580859|546310935006937179|9362|2024-07-06 10:34:30||0|0|0|0007191720438200|20|0||
020566f2-31e4-4630-ac67-e890dfa2227d|1006635702612305797|986730752877548594|2075|2024-07-06 10:34:36||0|0|0|0048351720249200|20|0||
debdb901-69fb-4a07-be90-b1b5f90d96ac|798637726958765812|568574330028426195|4035|2024-07-06 10:34:38||0|0|0|0043461720219200|20|0||
3ce2004b-d3e0-4b70-8ab6-078b3efd8168|546315549026550097|0|2014|2024-10-21 16:38:39||0|0|0|0000011720703100|20|0|2024-10-21 16:34:01|
bfab3155-e4e7-4bde-a022-316f5bc759f2|550014623516984158|546311644754477316|9919|2024-07-06 10:34:41||0|0|0|0028991720905300|20|0||
b87ff253-26cc-4e8e-a31a-b73c4e756eed|860767092959085206|546309745003201421|1185|2024-07-06 10:44:30||0|0|0|0000401720216500|20|0||
8f8ae331-ad32-4afa-90a8-b5c9345dd7af|1010528161503969459|0|8614|2024-07-08 23:49:46||0|0|0|0000051720248000|20|0||
9905c573-a1a6-41c5-be76-9311be355d7e|552540646880051837|0|3219|2024-08-13 23:43:57||0|0|0|0002821723579500|20|0||
a427183a-8416-4479-ba58-beb3cf53e2a0|1006635648780378621|0|3596|2024-07-06 10:49:21||0|0|0|0000081720242000|20|0||
afef3b24-bad1-45a1-b994-6d52d3ea97e6|754049896481538699|0|10674|2024-07-06 11:40:46||0|0|0|0005281720343400|20|0||
4d307066-d7e7-4029-b8c5-8e1c93885c7b|851560893213641180|546311626970628671|1754|2024-07-06 10:59:42||0|0|0|0039471720251000|20|0||
7d1d076a-b995-4f02-9c79-e09882751ad1|892964022573007080|768908416758910281|7189|2024-07-06 10:46:42||0|0|0|0038361720234800|20|0||
5a8a5883-5e9e-480e-879f-fb1cf29337cc|821137172673026083|546320177248076401|2920|2024-07-06 10:34:44||0|0|0|0001801720262100|20|0||
9d6cbfc1-f0fe-4013-b1b7-ecec50981fd0|962286894752979199|546317056773980837|3578|2024-07-06 10:34:45||0|0|0|0003641720359180|20|0||
53b1734e-1951-4314-a058-f7d0bf4e6795|1006635702612305797|986730752877548594|2086|2024-07-06 10:34:46||0|0|0|0048351720249200|20|0||
77eb961e-ec1c-4c43-bd63-fe77e63e0096|1006635702612305797|986730752877548594|2086|2024-07-06 10:34:47||0|0|0|0048351720249200|20|0||
9e716c8d-47c8-4b74-9199-d25e5857a688|547479486111678982|546311550860788728|297|2024-07-06 10:36:18||0|0|0|0001161720177800|20|0||
1bfd7b3e-6d8c-40f9-8ac9-b442856089fa|875624436559317979|588147948869648989|586|2024-07-06 10:34:48||0|0|0|0001691720250700|20|0||
66ed8f75-cd77-4f68-ac42-53b46212246d|875624439591937938|588147948869648989|3228|2024-07-06 11:14:38||0|0|0|0007051720250400|20|0||
3a504897-c7f0-489a-ade1-9361c59a32af|803588302678317673|546311177555149645|30|2024-07-06 10:34:49||0|0|0|0002071720249800|20|0||
793eed8c-6aa8-4bc5-b798-ac3ce06d348d|546387623774520059|0|7031|2024-07-06 10:35:20||0|0|0|0049851720179000|20|0||
5cd1ca45-95b1-4dea-b692-d653b221831c|930123241748635167|852623403389784282|4490|2024-07-06 10:34:50||0|0|0|0002981720246800|20|0||
f2d59108-8c84-47c5-b307-ad608379a50f|902870132291128924|546309758844404134|9446|2024-07-06 10:34:51||0|0|0|0005181720463400|20|0||
c2667038-9902-4652-bafa-13820ff17ea6|692111252414402388|546310935006937179|7680|2024-07-06 10:34:51||0|0|0|0007191720341600|20|0||
07b6eef7-eb95-48a3-b2ff-e195e9700723|546606827379359890|575374350320927100|6102|2024-07-06 10:45:10||0|0|0|0002811720444275|20|0||
053479ae-fd17-4eea-b79d-195cf8321ff3|1010528161503969459|0|3294|2024-07-06 10:34:55||0|0|0|0000051720248000|20|0||
47e73de8-cb52-4b14-b185-a38cc763ec24|546309679429452545|0|9495|2024-07-06 10:50:17||0|0|0|0000591720310400|20|0||
6f6c1898-45c7-4c66-8320-59e55d78180c|760490153167451486|696476648813418227|7038|2024-07-06 11:24:17||0|0|0|0002611720267200|20|0||
575b47b3-8fae-44dc-bc74-bc7047ddf828|915965951330430030|0|10385|2024-07-06 10:50:13||0|0|0|0037381720629000|20|0||
6ceaf5be-5b69-432c-a38e-4b33e6249764|1010528161503969459|0|3297|2024-07-06 10:34:58||0|0|0|0000051720248000|20|0||
915c0326-b9d0-4ec5-872f-8f0b1e787803|642597676919949211|815695933914403064|6148|2024-07-06 10:42:15||0|0|0|0002671720353300|20|0||
3096895d-e4c9-48cd-89c2-6b2541e92b8d|562690202083001302|562690200531108268|3585|2024-07-06 10:44:58||0|0|0|0001151720248300|20|0||
c22df1ee-0dd9-445e-ba69-434b6f2a7413|860766181233998360|546324329218965535|2165|2024-07-06 10:36:07||0|0|0|0002951720249200|20|0||
0c7ed6b7-3415-485c-96fb-508d796744c4|821134921908915976|821120461987353900|1747|2024-07-06 10:44:33||0|0|0|0100031720250100|20|0||
01744dbb-9943-470b-bd46-06752ebc5b7f|580542601543811946|546409949320708995|4101|2024-07-06 11:39:57||0|0|0|0001091720251000|20|0||
b54dffbe-4d3a-42d9-8ac3-dc6765fe36a3|1006635702612305797|986730752877548594|8822|2024-07-06 12:29:44||0|0|0|0000081720249200|20|0||
b1768012-7451-470f-b42e-f71fe2b076ba|793044964782999802|546327309301318447|5538|2024-09-15 11:26:14||0|0|0|0002841720573195|20|0|2024-09-28 07:36:00|
896dfe7f-08e5-4561-a9ce-83d99d070536|546311781983715393|0|1651|2024-07-06 10:47:48||0|0|0|0100041720250400|20|0||
8f32151d-530c-4e7e-b5e4-34dde28106fb|558370988614484634|546311550860788728|1552|2024-07-07 00:55:24||0|0|0|0001161720210200|20|0||
e5a88a41-05f0-4300-9de5-f08b43cf3003|546324238072545287|0|380|2024-09-14 07:36:26||0|0|0|0007401720251000|20|0|2024-09-17 07:30:00|
773d015d-205e-4858-8cf8-0252aa1bdcd7|1010528161503969459|0|7402|2024-07-06 11:44:49||0|0|0|0035181720248000|20|0||
d2d35ca8-4afc-46d6-93ed-4055fcb0141b|580542601543811946|546331066063913102|1041|2024-07-06 10:47:45||0|0|0|0001091720251000|20|0||
73df7b62-d0a4-4d18-91aa-5c62a1cbd11c|555072969085289220|546309758844404134|577|2024-07-06 10:43:38||0|0|0|0000061720166400|20|0||
0d252293-349c-495e-815e-d3462bf2f431|1006635119851181870|1006635023828651906|7139|2024-07-06 10:59:39||0|0|0|0039461720245600|20|0||
9c81c910-4e0e-42e5-801d-7c6ec37cacf2|689633925618331730|546311027520701035|5904|2024-07-06 11:49:49||0|0|0|0007491720249800|20|0||
937e84db-9d3c-44e2-97a7-02557a28f974|546311157938389445|0|4521|2024-07-06 10:35:23||0|0|0|0101701720246800|20|0||
069b213c-8c12-42b3-8a66-8e6450e4338d|875624436559317979|588147948869648989|3522|2024-07-06 11:24:39||0|0|0|0048331720250700|20|0||
c7538211-061c-47e4-b978-c3d952690286|604414261682241969|0|8269|2024-07-06 10:39:37||0|0|0|0048301720285260|20|0||
